LMC0407  0.05  0.52   7.90      1  5 02 33 -68 49 24 12.42  0.12 SL188
LMC0408  0.10  0.47   7.70      1  5 02 40 -70 19 04 12.77  0.13 NGC1813,SL190,ESO56SC50,KMHK472
LMC0417  0.10  0.45   7.70      1  5 03 22 -65 52 45 13.02  0.12 HS96,KMHK473
LMC0418  0.07  0.57   7.60      1  5 03 23 -66 22 54 13.97  0.12 NGC1810,SL194,ESO85SC35,KMHK475
LMC0420  0.05  0.28   7.60      2  5 03 27 -66 14 58 14.37  0.12 KMHK477
LMC0421* 0.05  0.33   7.70      1  5 03 28 -66 12 35 12.61  0.12 HS98,KMHK478
LMC0424  0.05  0.47   8.70      2  5 03 31 -65 26 12 15.78  0.14 SL195,LW123,KMHK476
LMC0426  0.05  0.43   8.60      1  5 03 35 -65 49 23 14.31  0.13 SL196,KMHK480
LMC0429* 0.05  0.30   7.80      3  5 03 45 -70 21 15 13.19  0.13 KMHK493
LMC0432  0.08  0.38   7.80      1  5 03 48 -66 32 01 12.50  0.12 BSDL486
LMC0434  0.12  0.41   7.00      2  5 03 50 -67 15 38 13.11  0.10 NGC1816,ESO85SC37,KMHK488
LMC0437  0.05  0.40   8.40      3  5 03 58 -66 03 28 15.29  0.11 HS103,KMHK486
LMC0438  0.05  0.35   8.00      1  5 04 01 -66 26 48 12.99  0.12 KMHK490
LMC0439  0.09  0.30   8.20      1  5 04 02 -70 37 36 14.72  0.12 HS104,KMHK499
LMC0441  0.10  0.23   8.20      2  5 04 09 -71 04 39 15.04  0.11 KMHK508
LMC0442  0.07  1.45   7.30      2  5 04 14 -66 26 05  8.868 0.12 NGC1818,SL201,ESO85SC40,KMHK491
LMC0448  0.05  0.26   7.90      2  5 04 26 -66 05 23 13.80  0.11 BSDL503
LMC0459  0.05  0.38   8.40      1  5 04 41 -65 39 46 15.67  0.13 LW126,KMHK497
LMC0460  0.07  0.29   7.80      2  5 04 42 -66 00 23 13.39  0.11 LW129,KMHK501
LMC0461  0.08  0.80   8.10      1  5 04 42 -66 02 03 13.01  0.11 SL204,LW125,KMHK500
LMC0464  0.02  0.80   8.60      3  5 04 45 -66 22 00 14.30  0.11 SL205,KMHK507
LMC0467  0.02  0.31   8.70      2  5 04 55 -66 10 39 16.27  0.11 HS106,KMHK509
LMC0468  0.15  0.30   7.70      1  5 04 56 -70 01 09 12.52  0.12 SL216,KMHK521
LMC0473  0.10  0.52   8.00      1  5 05 08 -66 12 40 13.30  0.11 NGC1822,SL210,ESO85SC42,KMHK513
LMC0477  0.10  0.38   7.50      2  5 05 13 -68 33 13 12.25  0.13 SL212
LMC0478  0.10  0.30   8.10      2  5 05 13 -66 42 09 15.25  0.10 BSDL558
LMC0481  0.10  0.47   7.60      1  5 05 23 -68 30 00 12.61  0.13 SL218,LOGLE80
LMC0482* 0.05  0.34   8.00      1  5 05 24 -66 29 42 13.57  0.12 SL222w,BRHT27b,KMHK520
LMC0483* 0.05  0.31   8.00      1  5 05 26 -66 29 35 13.71  0.12 SL222e,BRHT27a,KMHK522
LMC0487  0.03  0.48   8.00      1  5 05 35 -68 42 52 12.93  0.13 HS109,LOGLE82
LMC0488* 0.03  0.48   7.95      1  5 05 40 -68 38 22 13.06  0.13 BRHT4b,LOGLE83
LMC0495* 0.10  0.80   7.90      1  5 06 02 -68 37 36 11.33  0.13 NGC1839,SL226,ESO56SC63,LOGLE93
LMC0497  0.15  0.62   8.00      1  5 06 07 -68 26 42 12.96  0.13 NGC1838,SL225,ESO56SC64,LOGLE97
LMC0498  0.25  0.38   7.70      2  5 06 09 -70 00 51 13.06  0.13 KMHK540,LOGLE98
LMC0502* 0.10  0.65   8.20      2  5 06 21 -70 28 46 12.87  0.13 SL232,KMHK545
LMC0504  0.10  0.41   8.30      2  5 06 23 -71 49 04 15.08  0.12 SL235,KMHK551
LMC0508  0.10  0.44   8.60      2  5 06 26 -65 11 08 15.34  0.14 LW134,KMHK535
LMC0509* 0.13  0.45   8.20      1  5 06 28 -66 54 24 12.01  0.10 SL228w,BRHT28a,KMHK538w
LMC0510  0.08  0.23   7.50      2  5 06 32 -68 25 45 13.56  0.13 BSDL631,LOGLE109
LMC0512* 0.15  0.38   8.20      3  5 06 32 -66 54 30 16.14  0.10 SL228e,BRHT28b,KMHK538e
LMC0513* 0.16  0.67   7.40      1  5 06 33 -68 21 48 10.95  0.13 SL230,BRHT29b,LOGLE107
LMC0517  0.15  0.20   7.90      3  5 06 53 -65 15 33 14.68  0.14 H88-134,H80F2-9
LMC0518  0.03  0.50   7.95      1  5 06 54 -68 43 07 12.19  0.12 SL234,LOGLE113
LMC0521  0.02  0.43   8.00      2  5 07 04 -65 55 42 15.23  0.12 LW138,KMHK547
LMC0523* 0.20  0.85   7.30      3  5 07 08 -68 58 17 10.49  0.12 NGC1847,SL240,ESO56SC66
LMC0524* 0.20  0.35   8.00      1  5 07 09 -66 40 10 13.53  0.11 SL239,KMHK550
LMC0531  0.15  0.40   8.10      1  5 07 24 -70 48 38 14.27  0.11 SL246,KMHK561
LMC0532  0.10  0.25   8.00      1  5 07 24 -68 14 47 14.09  0.13 BSDL661
LMC0533  0.15  0.80   7.90      2  5 07 30 -67 19 24 12.19  0.09 NGC1844,SL242,ESO85SC48,KMHK556
LMC0538  0.20  0.40   8.10      1  5 07 35 -70 44 54 12.97  0.12 SL249,KMHK562
LMC0540  0.10  0.36   8.00      1  5 07 38 -68 47 50 13.45  0.12 HS122,LOGLE129
LMC0542* 0.20  0.43   7.80      2  5 07 49 -70 02 38 14.23  0.13 BRHT30b,KMHK567
LMC0544* 0.20  0.48   7.80      2  5 07 55 -70 03 26 12.71  0.13 SL255,BRHT30a,KMHK573
LMC0548  0.15  0.50   7.80      1  5 08 10 -71 10 23 12.42  0.11 SL256,KMHK580
LMC0550  0.05  0.45   8.50      1  5 08 21 -66 13 19 15.44  0.12 SL254,KMHK568
LMC0551  0.05  0.55   8.50      1  5 08 23 -65 52 08 14.14  0.13 SL253,LW143,KMHK566
LMC0559  0.03  0.38   8.10      1  5 08 39 -65 53 39 13.85  0.12 SL257,LW144,KMHK576
